orf_id	name	start	end	strand	length
NP_013167.1	SPC3		267169	267723	D	555
NP_013168.1	PET309		267813	270710	R	2898
NP_013169.1	FYV7		271008	271463	D	456
NP_013170.1	MEF1		271630	273915	R	2286
NP_013171.1	XYL2		274141	275211	R	1071
NP_013172.1	RGR1		275378	278626	R	3249
NP_013173.1	YLR072W		278862	280943	D	2082
NP_013174.1	RFU1		281019	281621	R	603
NP_013175.1	BUD20		281956	282456	R	501
NP_013176.1	RPL10		282927	283592	D	666
NP_013178.1	FMP25		283872	285623	D	1752
NP_013179.1	BOS1		285736	286559	R	824
NP_013180.1	SIC1		286820	287674	D	855
NP_013181.1	EMP46		287916	289250	D	1335
NP_013182.1	GAL2		290212	291936	D	1725
NP_013183.1	SRL2		292394	293572	R	1179
NP_013184.1	EMP70		294091	296094	R	2004
NP_013185.1	RAX2		296589	300251	R	3663
NP_013186.1	ARP6		300673	301989	R	1317
NP_013187.1	SMC4		302243	306499	D	4257
NP_013188.1	CSF1		306855	315731	R	8877
NP_013189.1	GAA1		316107	317951	D	1845
NP_013190.1	ALT1		318237	320015	R	1779
NP_013191.1	XDJ1		320701	322080	D	1380
NP_013192.1	GEP5		322297	323178	D	882
NP_013193.1	SUL2		323544	326225	D	2682
NP_013194.2	NYV1		326513	327415	R	903
NP_013195.1	GIS3		327730	329238	R	1509
NP_013196.1	IOC2		329677	332115	R	2439
NP_013197.1	KIN2		332590	336033	D	3444
NP_013198.1	HRT3		336231	337265	R	1035
NP_013199.1	CHA4		337527	339473	R	1947
NP_013200.1	ICT1		339744	340928	R	1185
NP_076901.1	MIM2		341325	341588	D	264
NP_013201.1	ERG27		341810	342853	D	1044
NP_013203.1	APC9		342970	343767	R	798
NP_013204.1	CDC45		343989	345941	R	1953
NP_013205.1	LCL2		346585	346980	D	396
NP_013206.1	SEN2		347047	348180	R	1134
NP_013207.1	MDN1		349006	363738	R	14733
NP_013208.1	REX3		364116	365330	D	1215
NP_013209.1	YLR108C		366667	368124	R	1458
NP_013210.1	AHP1		368781	369311	D	531
NP_013211.1	CCW12		369697	370098	R	402
NP_013214.1	HOG1		371620	372927	D	1308
NP_013215.1	AVL9		374944	377238	R	2295
NP_013216.1	CFT2		377985	380564	D	2580
NP_013217.1	MSL5		380822	382252	D	1431
NP_013218.1	CLF1		382471	384534	R	2064
NP_013219.1	YLR118C		384725	385408	R	684
NP_013220.1	SRN2		385534	386175	D	642
NP_013221.1	YPS1		386511	388220	R	1710
NP_013222.1	YPS3		388744	390270	R	1527
NP_013226.1	YLR125W		393484	393894	D	411
NP_013227.1	YLR126C		394765	395520	R	756
NP_013228.1	APC2		395758	398319	R	2562
NP_013229.1	DCN1		398530	399433	D	904
NP_013230.1	DIP2		399657	402488	D	2832
NP_013231.1	ZRT2		402794	404062	R	1269
NP_013232.1	ACE2		404510	406822	R	2313
NP_013233.1	USB1		407283	408155	R	873
NP_013234.1	CKI1		408445	410193	D	1749
NP_013235.1	PDC5		410723	412414	D	1692
NP_013236.1	SLX4		413281	415527	D	2247
NP_013237.1	TIS11		415801	416658	R	858
NP_013238.1	RKM5		417006	418109	D	1104
NP_013239.1	NHA1		418437	421394	D	2958
NP_013240.1	SLS1		421542	423473	R	1932
NP_013242.1	RRN5		423683	424774	D	1092
NP_013243.1	PUT1		425186	426616	D	1431
NP_013244.1	DPH6		427329	429386	D	2058
NP_013245.1	ACF2		429677	432016	R	2340
NP_013246.1	RMP1		432168	432773	D	606
NP_013247.1	SPE4		432823	433725	R	903
NP_001032582.1	YLR146W-A		433870	434058	D	189
NP_013248.1	SMD3		434158	434463	R	306
NP_013249.1	PEP3		434641	437397	D	2757
NP_013250.1	YLR149C		437631	439823	R	2193
NP_013251.1	STM1		440467	441288	D	822
NP_013252.1	PCD1		441715	442737	R	1023
NP_013253.1	YLR152C		442958	444688	R	1731
NP_013254.1	ACS2		445524	447575	R	2052
NP_013255.1	RNH203		447982	448314	R	333
NP_690845.1	TAR1		454696	455070	D	375
NP_878121.1	YLR154C-G		462522	462671	R	150
NP_878126.1	YLR154C-H		468827	468958	R	132
NP_013256.1	ASP3-1		469317	470405	R	1089
NP_757337.1	YLR156W		472113	472457	D	345
NP_878123.1	YLR156C-A		472479	472610	R	132
NP_013258.1	ASP3-2		472969	474057	R	1089
NP_878124.1	YLR157W-D		475764	475976	D	213
NP_058169.1	YLR157C-B		476333	481601	R	5269
NP_058170.1	YLR157C-A		480279	481601	R	1323
NP_878125.1	YLR157W-E		481873	482037	D	165
NP_878122.1	YLR157C-C		482059	482190	R	132
NP_013259.1	ASP3-3		482549	483637	R	1089
NP_757338.1	YLR159W		485345	485689	D	345
NP_878127.1	YLR159C-A		485711	485842	R	132
NP_013261.1	ASP3-4		486201	487289	R	1089
NP_757339.1	YLR161W		488997	489341	D	345
NP_013263.1	YLR162W		489573	489929	D	357
NP_878128.1	RRT15		490406	490594	D	189
NP_013264.1	MAS1		491866	493254	R	1389
NP_013265.1	SHH4		493883	494389	D	507
NP_013266.1	PUS5		494494	495258	R	765
NP_013267.1	SEC10		495429	498044	R	2616
NP_013268.1	RPS31		498947	499405	D	459
NP_013269.1	UPS2		499578	500270	R	693
NP_013271.1	APS1		500579	501049	R	471
NP_013273.1	DPH5		501260	502162	R	903
NP_013274.1	YLR173W		502421	504247	D	1827
NP_013275.1	IDP2		504591	505829	D	1239
NP_013276.1	CBF5		506134	507585	D	1452
NP_013277.1	RFX1		507797	510232	R	2436
NP_013278.1	YLR177W		511054	512940	D	1887
NP_013279.1	TFS1		513162	513821	R	660
NP_013280.1	YLR179C		514108	514713	R	606
NP_013281.1	SAM1		515262	516410	D	1149
NP_013282.1	VTA1		516678	517670	R	993
NP_013283.1	SWI6		517940	520351	D	2412
NP_013284.1	TOS4		520543	522012	R	1470
NP_013286.1	RPL37A		522663	523288	D	626
NP_013287.1	EMG1		523632	524390	D	759
NP_013288.1	SKG3		524865	527945	D	3081
NP_013289.1	MDL1		528300	530387	D	2088
NP_013290.1	ATG26		530797	534393	R	3597
NP_013291.1	MMR1		535214	536689	D	1476
NP_013292.1	PEX13		537272	538432	D	1161
NP_013293.1	HCR1		538792	539589	R	798
NP_013294.1	UPS1		540009	540536	R	528
NP_013295.1	YLR194C		540809	541573	R	765
NP_013296.1	NMT1		541937	543304	R	1368
NP_013297.1	PWP1		543968	545698	D	1731
NP_013298.1	NOP56		546097	547611	D	1515
NP_013300.2	PBA1		547853	548769	R	917
NP_013301.1	YKE2		549012	549356	D	345
NP_013302.1	COQ9		549511	550293	R	783
NP_013304.1	MSS51		550650	551960	R	1311
NP_013305.1	QRI5		552270	552605	D	336
NP_013306.2	HMX1		552724	553677	R	954
NP_013307.1	ENT2		554578	556419	D	1842
NP_013308.1	HRD3		556788	559289	D	2502
NP_013309.1	SEC13		559551	560444	D	894
NP_013310.1	PNP1		560797	561732	R	936
NP_013311.1	CLB4		562008	563390	D	1383
NP_013312.2	YLR211C		563792	564531	R	740
NP_013313.1	TUB4		564860	566281	R	1422
NP_013314.1	CRR1		566654	567922	R	1269
NP_013315.1	FRE1		568567	570627	D	2061
NP_013316.1	CDC123		570776	571858	R	1083
NP_013317.1	CPR6		572096	573211	R	1116
NP_013319.1	COA4		573466	573918	R	453
NP_013320.1	MSC3		574151	576337	D	2187
NP_013321.1	CCC1		576825	577793	D	969
NP_013322.1	RSA3		578362	579024	R	663
NP_013323.1	UTP13		579318	581771	R	2454
NP_013324.1	IFH1		582233	585490	R	3258
NP_013325.1	YLR224W		586464	587573	D	1110
NP_013326.1	YLR225C		587695	588918	R	1224
NP_013327.1	BUR2		589354	590541	D	1188
NP_013328.1	ADY4		590562	592043	R	1482
NP_058171.1	YLR227W-B		593438	598706	D	5269
NP_058172.1	YLR227W-A		593438	594760	D	1323
NP_013329.1	ECM22		600019	602463	R	2445
NP_013330.1	CDC42		604212	604787	R	576
NP_013332.1	BNA5		605758	607119	R	1362
NP_013334.1	EST1		607425	609524	R	2100
NP_013335.1	TOP3		609783	611753	D	1971
NP_013338.1	THI7		612367	614163	D	1797
NP_013339.1	FAR10		614755	616191	D	1437
NP_013340.1	LIP2		616332	617318	R	987
NP_013341.1	VPS34		617533	620160	D	2628
NP_013342.1	YLR241W		620473	622821	D	2349
NP_013343.1	ARV1		622918	623883	R	966
NP_013344.1	GPN3		624203	625021	D	819
NP_013345.1	MAP1		625168	626331	R	1164
NP_013346.1	CDD1		626502	626930	R	429
NP_013347.1	ERF2		627118	628197	D	1080
NP_013348.1	IRC20		628684	633354	R	4671
NP_013349.1	RCK2		634252	636084	D	1833
NP_013350.1	YEF3		636780	639914	D	3135
NP_013351.1	SSP120		640317	641021	D	705
NP_013352.1	SYM1		641464	642057	D	594
NP_013354.1	YLR253W		642627	644336	D	1710
NP_013355.1	NDL1		644404	644973	R	570
NP_013357.1	HAP1		646415	650923	D	4509
NP_058173.1	YLR256W-A		651117	652439	D	1323
NP_013358.1	YLR257W		658826	659791	D	966
NP_013359.1	GSY2		660716	662833	D	2118
NP_013360.1	HSP60		663284	665002	R	1719
NP_013361.1	LCB5		665844	667907	D	2064
NP_013363.1	YPT6		668244	668891	R	648
NP_013364.1	TMA7		669468	669662	R	195
NP_013365.1	RED1		670340	672823	D	2484
NP_013366.1	RPS28B		673131	673334	D	204
NP_878129.1	YLR264C-A		673828	673944	R	117
NP_013367.1	NEJ1		674427	675455	R	1029
NP_013368.1	PDR8		675619	677724	R	2106
NP_013369.1	BOP2		678212	679924	D	1713
NP_013370.1	SEC22		680200	680844	D	645
NP_013372.1	DCS1		681186	682238	D	1053
NP_013373.1	YLR271W		682737	683561	D	825
NP_013374.1	YCS4		683672	687202	R	3531
NP_013375.1	PIG1		689083	691029	R	1947
NP_013376.1	MCM5		691555	693882	D	2328
NP_013377.1	SMD2		694378	694800	D	423
NP_013378.1	DBP9		695046	696830	R	1785
NP_013379.1	YSH1		697156	699495	R	2340
NP_013380.1	YLR278C		699999	704024	R	4026
NP_013383.1	YLR281C		704493	704960	R	468
NP_013385.1	YLR283W		705186	706130	D	945
NP_013386.1	ECI1		706198	707040	R	843
NP_013387.1	NNT1		707360	708145	D	786
NP_878130.1	YLR285C-A		708168	708338	R	171
NP_013388.1	CTS1		708448	710136	R	1689
NP_013389.1	YLR287C		710991	712058	R	1068
NP_013390.1	RPS30A		712537	713158	R	622
NP_013391.1	MEC3		713480	714904	R	1425
NP_013392.1	GUF1		715089	717026	D	1938
NP_013393.1	YLR290C		717145	717978	R	834
NP_013394.1	GCD7		718317	719462	R	1146
NP_013395.1	SEC72		719789	720370	R	582
NP_013396.1	GSP1		720771	721430	R	660
NP_013398.1	ATP14		721999	722373	R	375
NP_013400.1	YLR297W		724044	724433	D	390
NP_013401.1	YHC1		724721	725416	R	696
NP_013402.1	ECM38		726069	728051	D	1983
NP_013403.1	EXG1		728955	730301	D	1347
NP_013404.1	HRI1		730825	731559	D	735
NP_013406.1	MET17		732542	733876	D	1335
NP_013407.1	ACO1		735212	737548	R	2337
NP_013408.1	STT4		738161	743863	R	5703
NP_013409.1	UBC12		744151	744851	D	701
NP_013410.1	CDA1		745620	746525	D	906
NP_878131.1	YLR307C-A		746848	747111	R	264
NP_013411.1	CDA2		747937	748875	D	939
NP_013412.1	IMH1		749034	751769	R	2736
NP_013413.1	CDC25		752224	756993	R	4770
NP_013415.1	YLR312C		757637	758833	R	1197
NP_013416.2	MRPL15		759480	760241	D	762
NP_013417.3	SPH1		760750	762342	R	1593
NP_013418.2	CDC3		762575	764137	R	1563
NP_013419.1	NKP2		764808	765269	D	462
NP_013420.2	TAD3		765266	766358	R	1093
NP_013422.2	EST2		766542	769196	D	2655
NP_013423.1	BUD6		769318	771684	R	2367
NP_013424.1	MMS22		771940	776304	D	4365
NP_013425.1	SFH1		776584	777864	R	1281
NP_013427.1	CWC24		778173	778952	R	780
NP_013428.1	PEX30		779215	780786	D	1572
NP_013429.1	RPL38		781143	781379	R	237
NP_013430.1	YLR326W		782174	782896	D	723
NP_013431.1	TMA10		783127	783387	R	261
NP_013432.1	NMA1		784913	786118	D	1206
NP_013433.2	REC102		786442	787333	D	892
NP_013434.1	CHS5		787664	789679	D	2016
NP_013436.1	MID2		790676	791806	D	1131
NP_013437.1	RPS25B		795573	795899	R	327
NP_013439.1	NUP2		797430	799592	D	2163
NP_013440.1	SGD1		799697	802396	R	2700
NP_013441.1	VRP1		802653	805106	R	2454
NP_013444.1	RPP0		805887	806825	D	939
NP_013445.1	SPO77		807385	808818	D	1434
NP_013446.1	FKS1		809997	815627	D	5631
NP_878133.1	YLR342W-A		815810	815983	D	174
NP_013447.1	GAS2		816094	817761	D	1668
NP_013448.1	RPL26A		819312	820142	D	831
NP_013449.1	YLR345W		820511	822040	D	1530
NP_013450.1	YLR346C		822287	822592	R	306
NP_013451.1	KAP95		823828	826413	R	2586
NP_013452.1	DIC1		826977	827873	R	897
NP_013454.1	ORM2		828730	829380	D	651
NP_013455.1	NIT3		829489	830364	R	876
NP_013456.1	YLR352W		831116	833539	D	2424
NP_013457.1	BUD8		834352	836163	D	1812
NP_013458.1	TAL1		836350	837357	R	1008
NP_013459.1	ILV5		838066	839253	R	1188
NP_013460.1	ATG33		840321	840914	D	594
NP_013461.1	RSC2		841331	844000	D	2670
NP_001257685.1	YLR358C		843487	844050	R	564
NP_013463.1	ADE13		844282	845730	D	1449
NP_013464.3	VPS38		846103	847422	D	1320
NP_013465.1	DCR2		847388	849124	R	1737
NP_878134.3	YLR361C-A		849383	849679	R	297
NP_013466.1	STE11		849866	852019	D	2154
NP_013467.3	NMD4		852495	853151	R	657
NP_076903.1	YLR363W-A		853461	853718	D	258
NP_013468.3	GRX8		854062	854391	D	330
NP_013471.1	RPS22B		856442	857317	D	876
NP_013472.3	MDM30		857540	859336	D	1797
NP_013473.1	SSQ1		859552	861525	D	1974
NP_013474.3	ARC18		861718	862254	R	537
NP_013475.1	ROM2		862714	866784	D	4071
NP_013476.3	SUR4		867354	868391	D	1038
NP_013477.1	VID22		868662	871367	R	2706
NP_013479.3	STP3		871697	872728	D	1032
NP_013480.1	PSY3		872826	873554	R	729
NP_013481.3	FBP1		873746	874792	R	1047
NP_013482.1	SEC61		875736	877178	R	1443
NP_013484.3	CSR1		878282	879508	D	1227
NP_013485.1	CTF3		879723	881924	D	2202
NP_013486.3	NAM2		882067	884751	R	2685
NP_013487.1	SMC6		885288	888632	D	3345
NP_013488.3	IKI3		888851	892900	R	4050
NP_013489.1	SWC7		892992	893390	R	399
NP_013490.3	VAC14		893628	896270	D	2643
NP_013491.1	REH1		896374	897672	R	1299
NP_013492.3	RPS29A		898651	898821	D	171
NP_013493.2	STE23		899577	902660	R	3084
NP_013494.3	ECM19		903066	903404	D	339
NP_013495.1	CCW14		903724	904440	D	717
NP_013496.3	ART10		904749	906305	R	1557
NP_013497.1	ATP10		907079	907918	D	840
NP_013498.3	CST9		907950	909398	D	1449
NP_013499.1	COX8		909729	909965	R	237
NP_013500.3	VPS33		910235	912310	R	2076
NP_013501.1	AFG2		912550	914892	R	2343
NP_013502.3	SKI2		915156	919019	R	3864
NP_013503.1	BDF1		919536	921596	R	2061
NP_013505.4	DUS3		922442	924448	R	2007
NP_013507.1	SFP1		925568	927619	D	2052
NP_013508.3	FLD1		928743	929600	D	858
NP_013509.1	DUS4		929789	930892	D	1104
NP_013510.3	RPL31B		931065	931755	R	691
NP_878135.1	YLR406C-A		932206	932355	R	150
NP_013511.4	YLR407W		932967	933653	D	687
NP_013512.1	BLS1		933885	934253	R	369
NP_013513.3	UTP21		934414	937233	R	2820
NP_013514.1	VIP1		937541	940981	D	3441
NP_058174.3	YLR410W-B		941483	946796	D	5314
NP_058175.1	YLR410W-A		941483	942799	D	1317
NP_013515.3	CTR3		947253	947978	D	726
NP_013516.1	BER1		948368	949192	D	825
NP_878136.3	YLR412C-A		950267	950473	R	207
NP_013517.1	YLR413W		951156	953183	D	2028
NP_013518.3	PUN1		953353	954144	R	792
NP_013519.1	YLR415C		954259	954597	R	339
NP_013521.3	VPS36		955010	956710	D	1701
NP_013522.1	CDC73		956914	958095	R	1182
NP_013523.3	YLR419W		958428	962735	D	4308
NP_013524.1	URA4		963785	964879	D	1095
NP_013525.3	RPN13		965090	965560	R	471
NP_013526.1	YLR422W		965897	971695	D	5799
NP_013527.3	ATG17		971917	973170	R	1254
NP_013528.1	SPP382		973395	975521	D	2127
NP_013529.3	TUS1		982894	986817	D	3924
NP_013530.1	TDA5		987062	988113	D	1052
NP_013531.3	MAG2		988428	990440	D	2013
NP_013533.1	CRN1		990777	992732	D	1956
NP_013534.3	SEN1		993434	1000129	D	6696
NP_013535.1	ATG23		1000342	1001703	R	1362
NP_013536.3	IMD3		1002557	1004128	D	1572
NP_013537.1	CNA1		1004347	1006008	R	1662
NP_013539.4	TSR2		1006378	1006995	D	618
NP_013540.1	ECM30		1007421	1011245	R	3825
NP_013541.3	DIF1		1011622	1012023	R	402
NP_013542.1	CAR2		1012501	1013775	D	1275
NP_013543.3	LSM3		1013909	1014178	R	270
NP_013544.1	MRPL4		1014491	1015450	D	960
NP_013545.3	SEC39		1015568	1017697	R	2130
NP_013546.1	RPS1A		1018141	1018908	R	768
NP_013547.3	SIR3		1019315	1022251	R	2937
NP_013548.1	ECM7		1022625	1023971	D	1347
NP_013550.4	GMC2		1024189	1024837	D	649
NP_013551.1	YLR446W		1025214	1026515	D	1302
NP_013552.3	VMA6		1026856	1027893	R	1038
NP_013553.1	RPL6B		1028854	1029768	D	915
NP_013554.3	FPR4		1030834	1032012	D	1179
NP_013555.1	HMG2		1032627	1035764	D	3138
NP_013556.3	LEU3		1036093	1038753	D	2661
NP_013557.1	SST2		1039270	1041366	R	2097
NP_013558.3	RIF2		1041799	1042986	R	1188
NP_013559.1	FMP27		1043998	1051884	D	7887
NP_013560.3	YLR455W		1053629	1054543	D	915
NP_013561.1	YLR456W		1055070	1055684	D	615
NP_013562.3	NBP1		1055812	1056771	R	960
NP_013564.1	GAB1		1057334	1058518	D	1185
NP_013565.3	YLR460C		1059757	1060887	R	1131
NP_013566.1	PAU4		1062919	1063281	D	363
NP_013567.3	YLR462W		1065956	1066564	D	609
NP_013569.1	YLR464W		1066572	1067501	D	930
NP_013571.3	YRF1-4		1067087	1071235	D	4149
NP_013572.3	YRF1-5		1072508	1077898	D	5391
NP_013573.1	YML133C		461	4684	R	4224
NP_013574.1	COS3		7244	8383	D	1140
NP_013575.1	YML131W		10198	11295	D	1098
NP_013576.1	ERO1		11483	13174	R	1692
NP_013577.1	COX14		14541	14753	R	213
NP_013578.1	MSC1		15135	16676	R	1542
NP_013579.1	RSC9		17064	18809	D	1746
NP_013580.1	ERG13		19060	20535	R	1476
NP_013581.1	PGA3		20761	21699	R	939
NP_013582.1	TUB3		22048	23683	R	1636
NP_013583.1	PHO84		24037	25800	R	1764
NP_013585.1	GTR1		26930	27862	D	933
NP_013586.1	NDI1		28266	29807	R	1542
NP_013587.1	YML119W		30611	31684	D	1074
NP_013588.1	NGL3		32334	33851	D	1518
NP_013589.1	NAB6		34243	37647	D	3405
NP_013591.1	ATR1		38196	39824	D	1629
NP_013592.1	VAN1		40187	41794	R	1608
NP_013593.1	TAF8		42043	43575	R	1533
NP_013594.1	DAT1		44045	44791	D	747
NP_013595.1	CTK3		45063	45953	D	891
NP_013596.1	BUL2		46942	49704	D	2763
NP_013597.1	COQ5		50031	50954	R	924
NP_013598.1	ZDS2		51640	54468	D	2829
NP_013599.1	YML108W		54793	55110	D	318
NP_013600.2	PML39		55265	56269	R	1005
NP_013601.1	URA5		56773	57453	D	681
NP_013602.1	SEC65		57866	58687	R	822
NP_013603.1	MDM1		58939	62322	R	3384
NP_013604.1	NUP188		62582	67549	R	4968
NP_013605.1	CAC2		68294	69700	D	1407
NP_013607.1	CUE4		69735	70088	R	354
NP_878138.1	YML100W-A		70138	70311	D	174
NP_013608.1	TSL1		70624	73920	D	3297
NP_013610.1	ARG81		74398	77040	R	2643
NP_013611.1	TAF13		77267	77770	D	504
NP_013612.1	VPS9		78335	79690	R	1356
NP_013613.1	YML096W		79909	81486	D	1578
NP_013614.1	RAD10		81481	82113	R	633
NP_013616.1	GIM5		82275	82849	D	575
NP_013617.1	UTP14		83090	85789	D	2700
NP_013618.1	PRE8		85987	86739	R	753
NP_013619.1	RPM2		87123	90731	R	3609
NP_013622.1	UFO1		92235	94241	D	2007
NP_013623.1	AIM33		94431	95369	R	939
NP_013624.1	ALO1		95791	97371	R	1581
NP_013625.1	TUB1		97941	99400	R	1460
NP_013627.1	YML083C		99794	101050	R	1257
NP_013628.1	YML082W		101862	103811	D	1950
NP_013629.1	ATP18		103983	104162	R	180
NP_013630.1	TDA9		104777	108532	D	3756
NP_013631.1	DUS1		108806	110077	D	1272
NP_013632.1	YML079W		110247	110852	D	606
NP_013633.1	CPR3		111002	111550	D	549
NP_013634.1	BET5		111865	112344	D	480
NP_013635.1	WAR1		112513	115347	R	2835
NP_013636.1	HMG1		115734	118898	R	3165
NP_013637.1	FPR3		120089	121324	R	1236
NP_013638.1	RPL6A		123227	124172	R	946
NP_013639.1	TCB3		124730	129367	R	4638
NP_013640.1	COG8		129749	131572	R	1824
NP_013641.1	DAK1		133475	135229	D	1755
NP_013642.1	POB3		135500	137158	D	1659
NP_013643.1	ITT1		137550	138944	D	1395
NP_013644.1	ERV41		139063	140214	R	1152
NP_013645.1	SMA2		140424	141533	R	1110
NP_013646.1	ORC1		142210	144954	D	2745
NP_013647.1	TEM1		145139	145876	R	738
NP_013648.1	RPS1B		146482	147249	D	768
NP_013649.1	MFT1		147505	148683	R	1179
NP_013650.1	PIF1		148953	151532	R	2580
NP_013651.1	OGG1		151871	153001	D	1131
NP_013652.1	NTE1		153219	158258	R	5040
NP_219498.1	HUG1		158760	158966	D	207
NP_013653.1	SML1		159383	159697	D	315
NP_013655.1	CMP2		160180	161994	D	1815
NP_013656.1	IMD4		162194	164176	R	1983
NP_013657.1	SPC2		164790	165326	D	537
NP_013658.1	CYB2		165533	167308	R	1776
NP_878139.1	YML054C-A		167623	167781	R	159
NP_013659.1	YML053C		169116	169754	R	639
NP_013660.1	SUR7		170402	171310	D	909
NP_013661.1	GAL80		171594	172901	D	1308
NP_013662.1	AIM32		173139	174074	D	936
NP_013663.1	RSE1		174220	178305	R	4086
NP_013664.1	GSF2		178426	179637	D	1212
NP_013666.1	PRM6		180017	181075	R	1059
NP_013667.1	PRP39		181474	183363	D	1890
NP_013668.1	YML045W		184461	189729	D	5269
NP_058176.1	YML045W-A		184461	185783	D	1323
NP_013669.1	RRN11		190244	191767	R	1524
NP_013670.1	CAT2		192788	194800	D	2013
NP_013671.1	VPS71		194913	195755	R	843
NP_013672.1	YML039W		196628	201896	D	5269
NP_013673.1	YML040W		196628	197950	D	1323
NP_013674.1	YMD8		202775	204103	R	1329
NP_013675.1	YML037C		204386	205408	R	1023
NP_013676.2	CGI121		205642	206293	D	652
NP_013677.1	AMD1		206428	208860	R	2433
NP_013679.1	SRC1		209525	212155	D	2631
NP_013680.2	RAD52		212515	213930	R	1416
NP_013681.1	NDC1		214189	216156	D	1968
NP_013682.1	RCF1		216435	216914	D	480
NP_013683.1	USA1		217362	219878	D	2517
NP_013684.1	TSA1		220138	220728	D	591
NP_013685.1	YOX1		221406	222563	D	1158
NP_013686.1	RPS18B		222987	223828	R	842
NP_013687.1	YML6		224406	225365	R	960
NP_013688.1	RPS17A		225889	226697	D	809
NP_013689.1	NSE5		226994	228664	R	1671
NP_013690.1	APT1		228937	229500	D	564
NP_013691.1	UNG1		229734	230813	R	1080
NP_013692.1	YML020W		231149	233143	D	1995
NP_013693.1	OST6		233457	234455	D	999
NP_013694.1	YML018C		234771	235952	R	1182
NP_013695.2	PSP2		236588	238731	D	2144
NP_013696.1	PPZ1		239458	241536	R	2079
NP_013697.1	TAF11		241989	243029	R	1041
NP_013698.1	TRM9		243225	244064	D	840
NP_013699.1	UBX2		244149	245903	D	1755
NP_013701.1	ERV25		246116	246751	D	636
NP_013702.1	RAD33		246895	247428	R	534
NP_013703.1	SPT5		247677	250868	D	3192
NP_013705.1	MRPL39		251304	251516	R	213
NP_013706.1	ERG6		251839	252990	R	1152
NP_076904.1	YML007C-A		253162	253272	R	111
NP_013707.1	YAP1		253848	255800	D	1953
NP_013708.1	GIS4		256092	258416	R	2325
NP_013709.1	TRM12		260221	261609	D	1389
NP_013710.1	GLO1		261705	262685	R	981
NP_013711.1	YML003W		263483	264355	D	873
NP_013712.1	YML002W		264541	266754	D	2214
NP_013713.1	YPT7		267174	267800	D	627
NP_013714.1	CDC5		269019	271136	R	2118
NP_878140.1	YMR001C-A		271347	271577	R	231
NP_013715.1	MIC17		272193	272663	D	471
NP_013716.1	AIM34		273118	273714	D	597
NP_013717.1	MVP1		274017	275552	D	1536
NP_013718.1	TAF4		276045	277211	D	1167
NP_013719.1	PLB2		277561	279681	R	2121
NP_013721.1	PLB1		280590	282584	R	1995
NP_013722.1	ADI1		284102	284641	D	540
NP_013723.1	YMR010W		285100	286317	D	1218
NP_013724.1	HXT2		288079	289704	D	1626
NP_013725.1	CLU1		291134	294967	D	3834
NP_013726.1	SEC59		295179	296738	R	1560
NP_013727.1	BUD22		298868	300427	D	1560
NP_013728.1	ERG5		300869	302485	R	1617
NP_013729.1	SOK2		303236	305593	R	2358
NP_013730.1	SPO20		307489	308682	D	1194
NP_013731.1	YMR018W		310208	311752	D	1545
NP_013732.1	STB4		312156	315005	D	2850
NP_013733.1	FMS1		315377	316903	D	1527
NP_013734.1	MAC1		317165	318418	R	1254
NP_013735.1	UBC7		318680	319177	D	498
NP_013736.1	MSS1		319437	321017	R	1581
NP_013737.1	MRPL3		321875	323047	D	1173
NP_013738.1	CSI1		323300	324187	D	888
NP_013739.1	PEX12		324236	325435	R	1200
NP_013740.1	YMR027W		325877	327289	D	1413
NP_013741.1	TAP42		327482	328582	D	1101
NP_013742.1	FAR8		328660	330231	R	1572
NP_013743.1	RSF1		330793	331923	D	1131
NP_013744.1	EIS1		332212	334743	R	2532
NP_013746.1	HOF1		335298	337307	D	2010
NP_878141.1	YMR030W-A		337313	337603	D	291
NP_013747.1	ARP9		337788	339277	D	1490
NP_013748.1	YMR034C		339418	340722	R	1305
NP_013749.1	IMP2		341142	341675	D	534
NP_013750.1	MIH1		341856	343520	R	1665
NP_013751.1	MSN2		344403	346517	R	2115
NP_013752.1	CCS1		347511	348260	R	750
NP_013753.1	SUB1		348644	349522	R	879
NP_013754.1	YET2		350381	350863	D	483
NP_013755.1	ARA2		350966	351973	R	1008
NP_013756.1	ARG80		352603	353136	D	534
