orf_id	gene	length
YPL177C	CUP9	921
YPL178W	CBC2	627
YPL179W	PPQ1	1650
YPL180W	YPL180W	2400
YPL181W	YPL181W	1521
YPL182C	YPL182C	384
YPL183C	YPL183C	3042
YPL183W-A	YPL183W-A	282
YPL184C	YPL184C	1839
YPL185W	YPL185W	396
YPL186C	YPL186C	915
YPL187W	MF(ALPHA)1	498
YPL188W	POS5	1245
YPL189W	GUP2	1830
YPL190C	NAB3	2409
YPL191C	YPL191C	1083
YPL192C	PRM3	402
YPL193W	RSA1	1146
YPL194W	DDC1	1839
YPL195W	APL5	2799
YPL196W	YPL196W	822
YPL197C	YPL197C	414
YPL198W	RPL7B	1551
YPL199C	YPL199C	723
YPL200W	YPL200W	471
YPL201C	YPL201C	1386
YPL202C	YPL202C	1251
YPL203W	PKA3	1143
YPL204W	HRR25	1485
YPL205C	YPL205C	345
YPL206C	YPL206C	966
YPL207W	YPL207W	2433
YPL208W	YPL208W	1752
YPL209C	IPL1	1104
YPL210C	SRP72	1941
YPL211W	NIP7	546
YPL212C	PUS1	1635
YPL213W	LEA1	717
YPL214C	THI6	1623
YPL215W	CBP3	1008
YPL216W	YPL216W	3309
YPL217C	BMS1	3552
YPL218W	SAR1	712
YPL219W	PCL8	1479
YPL220W	RPL1A	654
YPL221W	BOP1	2382
YPL222W	YPL222W	2067
YPL223C	GRE1	507
YPL224C	MMT2	1350
YPL225W	YPL225W	441
YPL226W	NEW1	3591
YPL227C	ALG5	1005
YPL228W	CET1	1650
YPL229W	YPL229W	621
YPL230W	USV1	1176
YPL231W	FAS2	5664
YPL232W	SSO1	873
YPL233W	YPL233W	651
YPL234C	TFP3	495
YPL235W	RVB2	1416
YPL236C	YPL236C	1095
YPL237W	SUI3	858
YPL238C	YPL238C	390
YPL239W	YAR1	603
YPL240C	HSP82	2130
YPL241C	CIN2	887
YPL242C	IQG1	4488
YPL243W	SRP68	1800
YPL244C	HUT1	1020
YPL245W	YPL245W	1365
YPL246C	YPL246C	789
YPL247C	YPL247C	1572
YPL248C	GAL4	2646
YPL249C	YPL249C	2685
YPL249C-A	RPL36B	541
YPL250C	ICY2	411
YPL251W	YPL251W	303
YPL252C	YAH1	519
YPL253C	VIK1	1944
YPL254W	HFI1	1467
YPL255W	BBP1	1158
YPL256C	CLN2	1638
YPL257W	YPL257W	582
YPL257W-A	YPL257W-A	1323
YPL257W-B	YPL257W-B	5269
YPL258C	THI21	1656
YPL259C	APM1	1428
YPL260W	YPL260W	1656
YPL261C	YPL261C	309
YPL262W	FUM1	1467
YPL263C	KEL3	1956
YPL264C	YPL264C	1062
YPL265W	DIP5	1827
YPL266W	DIM1	957
YPL267W	YPL267W	630
YPL268W	PLC1	2610
YPL269W	KAR9	1935
YPL270W	MDL2	2463
YPL271W	ATP15	189
YPL272C	YPL272C	1554
YPL273W	SAM4	978
YPL274W	SAM3	1764
YPL275W	YPL275W	711
YPL276W	YPL276W	438
YPL277C	YPL277C	1464
YPL278C	YPL278C	303
YPL279C	YPL279C	1128
YPL280W	YPL280W	714
YPL281C	ERR2	1314
YPL282C	YPL282C	495
YPL283C	YRF1-7	5728
YPR001W	CIT3	1461
YPR002C-A	YPR002C-A	198
YPR002W	PDH1	1551
YPR003C	YPR003C	2265
YPR004C	YPR004C	1035
YPR005C	HAL1	885
YPR006C	ICL2	1728
YPR007C	SPO69	2043
YPR008W	YPR008W	2085
YPR009W	YPR009W	807
YPR010C	RPA135	3612
YPR011C	YPR011C	981
YPR012W	YPR012W	255
YPR013C	YPR013C	954
YPR014C	YPR014C	330
YPR015C	YPR015C	744
YPR016C	TIF6	738
YPR017C	DSS4	432
YPR018W	RLF2	1821
YPR019W	CDC54	2802
YPR020W	ATP20	348
YPR021C	YPR021C	2709
YPR022C	YPR022C	3402
YPR023C	EAF3	1206
YPR024W	YME1	2244
YPR025C	CCL1	1182
YPR026W	ATH1	3636
YPR027C	YPR027C	834
YPR028W	YIP2	676
YPR029C	APL4	2499
YPR030W	CSR2	3366
YPR031W	YPR031W	2247
YPR032W	SRO7	3102
YPR033C	HTS1	1641
YPR034W	ARP7	1434
YPR035W	GLN1	1113
YPR036W	VMA13	1437
YPR037C	YPR037C	591
YPR038W	YPR038W	360
YPR039W	YPR039W	336
YPR040W	YPR040W	1071
YPR041W	TIF5	1218
YPR042C	PUF2	3228
YPR043W	RPL43A	682
YPR044C	YPR044C	354
YPR045C	YPR045C	1413
YPR046W	MCM16	546
YPR047W	MSF1	1425
YPR048W	TAH18	1872
YPR049C	YPR049C	3537
YPR050C	YPR050C	414
YPR051W	MAK3	531
YPR052C	NHP6A	282
YPR053C	YPR053C	456
YPR054W	SMK1	1167
YPR055W	SEC8	3198
YPR056W	TFB4	1017
YPR057W	BRR1	1026
YPR058W	YMC1	924
YPR059C	YPR059C	387
YPR060C	ARO7	771
YPR061C	YPR061C	906
YPR062W	FCY1	477
YPR063C	YPR063C	509
YPR064W	YPR064W	420
YPR065W	ROX1	1107
YPR066W	UBA3	900
YPR067W	ISA2	558
YPR068C	HOS1	1413
YPR069C	SPE3	882
YPR070W	MED1	1701
YPR071W	YPR071W	636
YPR072W	NOT5	1683
YPR073C	LTP1	486
YPR074C	TKL1	2043
YPR075C	OPY2	1083
YPR076W	YPR076W	375
YPR077C	YPR077C	372
YPR078C	YPR078C	1119
YPR079W	YPR079W	1146
YPR080W	TEF1	1377
YPR081C	YPR081C	1857
YPR082C	DIB1	432
YPR083W	YPR083W	1740
YPR084W	YPR084W	1371
YPR085C	YPR085C	1347
YPR086W	SUA7	1038
YPR087W	YPR087W	321
YPR088C	SRP54	1626
YPR089W	YPR089W	468
YPR090W	YPR090W	2211
YPR091C	YPR091C	2313
YPR092W	YPR092W	306
YPR093C	YPR093C	933
YPR094W	YPR094W	324
YPR095C	SYT1	3681
YPR096C	YPR096C	303
YPR097W	YPR097W	3222
YPR098C	YPR098C	327
YPR099C	YPR099C	357
YPR100W	YPR100W	423
YPR101W	SNT309	528
YPR102C	RPL11A	525
YPR103W	PRE2	864
YPR104C	FHL1	2811
YPR105C	YPR105C	2586
YPR106W	ISR1	1332
YPR107C	YTH1	627
YPR108W	RPN7	1290
YPR109W	YPR109W	885
YPR110C	RPC40	1008
YPR111W	DBF20	1695
YPR112C	MRD1	2664
YPR113W	PIS1	663
YPR114W	YPR114W	948
YPR115W	YPR115W	3252
YPR116W	YPR116W	834
YPR117W	YPR117W	7470
YPR118W	YPR118W	1236
YPR119W	CLB2	1476
YPR120C	CLB5	1308
YPR121W	THI22	1719
YPR122W	AXL1	3627
YPR123C	YPR123C	435
YPR124W	CTR1	1221
YPR125W	YPR125W	1365
YPR126C	YPR126C	309
YPR127W	YPR127W	1038
YPR128C	YPR128C	987
YPR129W	SCD6	1050
YPR130C	YPR130C	408
YPR131C	NAT3	756
YPR132W	RPS23B	803
YPR133C	YPR133C	1233
YPR133W-A	TOM5	153
YPR134W	MSS18	807
YPR135W	CTF4	2784
YPR136C	YPR136C	513
YPR137C-A	YPR137C-A	1323
YPR137C-B	YPR137C-B	5269
YPR137W	RRP9	1722
YPR138C	MEP3	1470
YPR139C	YPR139C	903
YPR140W	YPR140W	1146
YPR141C	KAR3	2190
YPR142C	YPR142C	564
YPR143W	YPR143W	753
YPR144C	YPR144C	1659
YPR145W	ASN1	1719
YPR146C	YPR146C	330
YPR147C	YPR147C	915
YPR148C	YPR148C	1308
YPR149W	NCE102	522
YPR150W	YPR150W	522
YPR151C	YPR151C	621
YPR152C	YPR152C	1398
YPR153W	YPR153W	435
YPR154W	YPR154W	648
YPR155C	NCA2	1851
YPR156C	YPR156C	1869
YPR157W	YPR157W	1404
YPR158C-C	YPR158C-C	1323
YPR158C-D	YPR158C-D	5269
YPR158W	YPR158W	759
YPR158W-A	YPR158W-A	1323
YPR158W-B	YPR158W-B	5272
YPR159W	KRE6	2163
YPR160W	GPH1	2709
YPR161C	SGV1	1974
YPR162C	ORC4	1590
YPR163C	TIF3	1311
YPR164W	KIM3	4224
YPR165W	RHO1	630
YPR166C	MRP2	348
YPR167C	MET16	786
YPR168W	NUT2	474
YPR169W	YPR169W	1545
YPR170C	YPR170C	336
YPR171W	YPR171W	1731
YPR172W	YPR172W	603
YPR173C	VPS4	1314
YPR174C	YPR174C	666
YPR175W	DPB2	2079
YPR176C	BET2	978
YPR177C	YPR177C	372
YPR178W	PRP4	1398
YPR179C	PLO1	1968
YPR180W	AOS1	1044
YPR181C	SEC23	2307
YPR182W	SMX3	261
YPR183W	DPM1	804
YPR184W	GDB1	4611
YPR185W	APG13	2217
YPR186C	PZF1	1290
YPR187W	RPO26	544
YPR188C	MLC2	492
YPR189W	SKI3	4299
YPR190C	RPC82	1965
YPR191W	QCR2	1107
YPR192W	AQY1	918
YPR193C	HPA2	471
YPR194C	YPR194C	2634
YPR195C	YPR195C	330
YPR196W	YPR196W	1413
YPR197C	YPR197C	564
YPR198W	SGE1	1632
YPR199C	ARR1	885
YPR200C	ARR2	393
YPR201W	ARR3	1215
YPR202W	YPR202W	865
YPR203W	YPR203W	309
YPR204W	YPR204W	3099
